ID;Gene;ID_uniprot;Specie_ID;Specie;Rank_1;Rank_2;Gene_ID;Transcrit_ID;Total_error;Err_Nter;Err_Interne;Err_Cter;Quality;Gene_length;%GC;Nbr_exon;Exon_length
BBS;BBS20;IFT74_HUMAN;HUMAN;Homo sapiens;Opisthokonta;Metazoa;ENSG00000096872;ENST00000380062;0;0;0;0;Confirmed;115892;37.56;20;108.0
BBS;BBS20;H2QX35_PANTR;PANTR;Pan troglodytes;Opisthokonta;Metazoa;ENSPTRG00000020833;ENSPTRT00000038544;0;0;0;0;Confirmed;115643;37.58;20;108.5
BBS;BBS20;G3QWF1_GORGO;GORGO;Gorilla gorilla gorilla;Opisthokonta;Metazoa;ENSGGOG00000007259;ENSGGOT00000007296;0;0;0;0;Confirmed;115695;37.51;18;108.2
BBS;BBS20;H2PS04_PONAB;PONAB;Pongo abelii;Opisthokonta;Metazoa;ENSPPYG00000019159;ENSPPYT00000022338;0;0;0;0;Confirmed;127257;37.69;20;303.5
BBS;BBS20;G1S2T2_NOMLE;NOMLE;Nomascus leucogenys;Opisthokonta;Metazoa;ENSNLEG00000016321;ENSNLET00000020817;0;0;0;0;Confirmed;126683;37.54;20;90.2
BBS;BBS20;A0A0D9RBM3_CHLSB;CHLSB;Chlorocebus sabaeus;Opisthokonta;Metazoa;ENSCSAG00000009766;ENSCSAT00000007848;0;0;0;0;Confirmed;120476;37.01;20;261.8
BBS;BBS20;Q4R679_MACFA;MACFA;Macaca fascicularis;Opisthokonta;Metazoa;ENSMFAG00000001877;ENSMFAT00000023020;0;0;0;0;Confirmed;118905;37.41;20;103.2
BBS;BBS20;F6VW47_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUG00000006076;ENSMMUT00000008495;0;0;0;0;Confirmed;116152;37.52;13;85.4
BBS;BBS20;A0A096P1E7_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANG00000025276;ENSPANT00000025977;1;1;0;0;Unconfirmed;111964;37.41;17;99.4
BBS;BBS20;F6ZUJ5_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAG00000018308;ENSCJAT00000035977;0;0;0;0;Confirmed;109655;37.66;20;119.3
BBS;BBS20;H0WTY6_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAG00000006320;ENSOGAT00000006324;0;0;0;0;Confirmed;102809;34.96;20;93.0
BBS;BBS20;IFT74_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUSG00000028576;ENSMUST00000030311;0;0;0;0;Confirmed;78739;37.45;20;107.0
BBS;BBS20;Q5XIR2_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOG00000008075;ENSRNOT00000011336;0;0;0;0;Confirmed;89566;38.09;20;105.4
BBS;BBS20;H0VMP6_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOG00000012980;ENSCPOT00000013106;1;0;1;0;Unconfirmed;103925;35.8;18;97.7
BBS;BBS20;I3MKM9_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOG00000013254;ENSSTOT00000013255;1;1;0;0;Unconfirmed;71838;32.49;20;112.7
BBS;BBS20;G1SF71_RABIT;RABIT;Oryctolagus cuniculus;Opisthokonta;Metazoa;ENSOCUG00000001320;ENSOCUT00000001321;0;0;0;0;Confirmed;108214;37.94;19;152.9
BBS;BBS20;E2RG29_CANLF;CANLF;Canis lupus familiaris;Opisthokonta;Metazoa;ENSCAFG00000001706;ENSCAFT00000002673;0;0;0;0;Confirmed;81478;34.57;20;137.1
BBS;BBS20;G1LG10_AILME;AILME;Ailuropoda melanoleuca;Opisthokonta;Metazoa;ENSAMEG00000005542;ENSAMET00000006093;1;0;0;1;Unconfirmed;35828;33.93;11;88.6
BBS;BBS20;M3YWX4_MUSPF;MUSPF;Mustela putorius furo;Opisthokonta;Metazoa;ENSMPUG00000015939;ENSMPUT00000016075;0;0;0;0;Confirmed;93357;35.09;20;220.3
BBS;BBS20;M3WRS6_FELCA;FELCA;Felis catus;Opisthokonta;Metazoa;ENSFCAG00000026070;ENSFCAT00000029817;1;0;1;0;Unconfirmed;99389;35.65;20;119.0
BBS;BBS20;F1N626_BOVIN;BOVIN;Bos taurus;Opisthokonta;Metazoa;ENSBTAG00000019568;ENSBTAT00000026073;0;0;0;0;Confirmed;93140;36.42;20;133.2
BBS;BBS20;W5PYR9_SHEEP;SHEEP;Ovis aries;Opisthokonta;Metazoa;ENSOARG00000014545;ENSOART00000015835;0;0;0;0;Confirmed;101074;36.48;20;203.2
BBS;BBS20;F1SP83_PIG;PIG;Sus scrofa;Opisthokonta;Metazoa;ENSSSCG00000005124;ENSSSCT00000005649;0;0;0;0;Confirmed;87868;35.35;20;156.9
BBS;BBS20;G1P9Y3_MYOLU;MYOLU;Myotis lucifugus;Opisthokonta;Metazoa;ENSMLUG00000007728;ENSMLUT00000007737;0;0;0;0;Confirmed;83590;36.17;19;96.2
BBS;BBS20;F6S5R5_HORSE;HORSE;Equus caballus;Opisthokonta;Metazoa;ENSECAG00000021030;ENSECAT00000022787;0;0;0;0;Confirmed;65355;34.88;19;94.9
BBS;BBS20;G3T996_LOXAF;LOXAF;Loxodonta africana;Opisthokonta;Metazoa;ENSLAFG00000012358;ENSLAFT00000012360;0;0;0;0;Confirmed;81197;35.51;21;85.9
BBS;BBS20;F6UBH2_MONDO;MONDO;Monodelphis domestica;Opisthokonta;Metazoa;ENSMODG00000004236;ENSMODT00000005337;0;0;0;0;Confirmed;107136;34.62;20;96.2
BBS;BBS20;G3VHQ8_SARHA;SARHA;Sarcophilus harrisii;Opisthokonta;Metazoa;ENSSHAG00000002400;ENSSHAT00000002743;1;0;0;1;Unconfirmed;119491;33.0;15;119.7
BBS;BBS20;F6UTK2_ORNAN;ORNAN;Ornithorhynchus anatinus;Opisthokonta;Metazoa;ENSOANG00000013232;ENSOANT00000020905;0;0;0;0;Confirmed;76392;42.2;21;129.4
BBS;BBS20;F1NGP3_CHICK;CHICK;Gallus gallus;Opisthokonta;Metazoa;ENSGALG00000001801;ENSGALT00000002781;0;0;0;0;Confirmed;32151;36.12;20;119.6
BBS;BBS20;U3JY08_FICAL;FICAL;Ficedula albicollis;Opisthokonta;Metazoa;ENSFALG00000007339;ENSFALT00000007694;0;0;0;0;Confirmed;37001;34.36;19;142.4
BBS;BBS20;K7FS03_PELSI;PELSI;Pelodiscus sinensis;Opisthokonta;Metazoa;ENSPSIG00000009581;ENSPSIT00000010868;1;1;0;0;Unconfirmed;123996;42.33;20;171.2
BBS;BBS20;R4G9X7_ANOCA;ANOCA;Anolis carolinensis;Opisthokonta;Metazoa;ENSACAG00000028763;ENSACAT00000029465;1;0;0;1;Unconfirmed;24398;36.31;12;95.4
BBS;BBS20;F7EC15_XENTR;XENTR;Xenopus tropicalis;Opisthokonta;Metazoa;ENSXETG00000009383;ENSXETT00000020674;1;0;1;0;Unconfirmed;38383;41.91;21;110.9
BBS;BBS20;H3AX78_LATCH;LATCH;Latimeria chalumnae;Opisthokonta;Metazoa;ENSLACG00000012545;ENSLACT00000014349;1;0;0;1;Unconfirmed;35722;37.38;8;87.8
BBS;BBS20;W5M5Q7_LEPOC;LEPOC;Lepisosteus oculatus;Opisthokonta;Metazoa;ENSLOCG00000003135;ENSLOCT00000003722;0;0;0;0;Confirmed;30741;34.17;20;116.6
BBS;BBS20;E7EZE3_DANRE;DANRE;Danio rerio;Opisthokonta;Metazoa;ENSDARG00000023495;ENSDART00000025183;1;0;0;1;Unconfirmed;20899;44.58;19;92.2
BBS;BBS20;W5KI70_ASTMX;ASTMX;Astyanax mexicanus;Opisthokonta;Metazoa;ENSAMXG00000007072;ENSAMXT00000007282;0;0;0;0;Confirmed;59244;38.05;20;100.3
BBS;BBS20;I3JZ61_ORENI;ORENI;Oreochromis niloticus;Opisthokonta;Metazoa;ENSONIG00000011249;ENSONIT00000014166;0;0;0;0;Confirmed;18508;43.1;20;113.7
BBS;BBS20;A0A087Y1G8_POEFO;POEFO;Poecilia formosa;Opisthokonta;Metazoa;ENSPFOG00000011874;ENSPFOT00000011888;0;0;0;0;Confirmed;15276;40.44;20;261.6
BBS;BBS20;M3ZSV8_XIPMA;XIPMA;Xiphophorus maculatus;Opisthokonta;Metazoa;ENSXMAG00000005268;ENSXMAT00000005307;0;0;0;0;Confirmed;15724;40.99;20;276.9
BBS;BBS20;H2LGU6_ORYLA;ORYLA;Oryzias latipes;Opisthokonta;Metazoa;ENSORLG00000004150;ENSORLT00000005197;1;0;0;1;Unconfirmed;34080;42.47;19;91.9
BBS;BBS20;H2V5Z2_TAKRU;TAKRU;Takifugu rubripes;Opisthokonta;Metazoa;ENSTRUG00000017413;ENSTRUT00000044777;0;0;0;0;Confirmed;12443;48.89;19;190.5
BBS;BBS20;H3CFW0_TETNG;TETNG;Tetraodon nigroviridis;Opisthokonta;Metazoa;ENSTNIG00000004490;ENSTNIT00000007294;0;0;0;0;Confirmed;7165;46.95;19;104.7
BBS;BBS20;G3N7I2_GASAC;GASAC;Gasterosteus aculeatus;Opisthokonta;Metazoa;ENSGACG00000000976;ENSGACT00000001264;0;0;0;0;Confirmed;10732;46.96;21;107.0
BBS;BBS20;F6QX88_CIOIN;CIOIN;Ciona intestinalis;Opisthokonta;Metazoa;ENSCING00000008887;ENSCINT00000018086;0;0;0;0;Confirmed;3949;35.48;8;248.5
BBS;BBS20;H2ZEB0_CIOSA;CIOSA;Ciona savignyi;Opisthokonta;Metazoa;ENSCSAVG00000009373;ENSCSAVT00000016105;1;1;0;0;Unconfirmed;1887;37.04;5;203.4
BBS;BBS20;W4YRA4_STRPU;STRPU;Strongylocentrotus purpuratus;Opisthokonta;Metazoa;SPU_018337;SPU_018337-tr;1;1;0;0;Unconfirmed;9353;35.41;11;104.5
BBS;BBS20;T1FAN3_HELRO;HELRO;Helobdella robusta;Opisthokonta;Metazoa;HelroG176556;HelroT176556;3;1;1;1;Unconfirmed;4009;34.25;8;103.9
BBS;BBS20;K1QDK8_CRAGI;CRAGI;Crassostrea gigas;Opisthokonta;Metazoa;CGI_10014466;EKC32048;2;1;1;0;Unconfirmed;13958;31.42;24;91.8
BBS;BBS20;G4VMY2_SCHMA;SCHMA;Schistosoma mansoni;Opisthokonta;Metazoa;Smp_140030;Smp_140030.1;2;0;1;1;Unconfirmed;12192;32.28;8;187.5
BBS;BBS20;H9J289_BOMMO;BOMMO;Bombyx mori;Opisthokonta;Metazoa;BGIBMGA003626;BGIBMGA003626-RA;1;1;0;0;Unconfirmed;6265;35.47;10;169.8
BBS;BBS20;Q7Q2M8_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP004724;AGAP004724-RA;2;0;1;1;Unconfirmed;21271;40.6;3;624.0
BBS;BBS20;W5JQZ5_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC002498;ADAC002498-RA;1;1;0;0;Unconfirmed;1450;40.9;3;441.0
BBS;BBS20;B0X734_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ014911;CPIJ014911-RA;0;0;0;0;Confirmed;2342;45.3;5;375.0
BBS;BBS20;B0X4V5_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ014399;CPIJ014399-RA;1;0;0;1;Unconfirmed;1797;44.63;4;379.5
BBS;BBS20;K7IMU7_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV10383;NV10383-RA;3;0;3;0;Unconfirmed;1923;37.86;3;560.0
BBS;BBS20;A0A158NPL4_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;LOC105622670;XM_012204082.1;0;0;0;0;Confirmed;2038;42.2;2;984.0
BBS;BBS20;T1HN23_RHOPR;RHOPR;Rhodnius prolixus;Opisthokonta;Metazoa;RPRC005447;RPRC005447-RA;2;1;0;1;Unconfirmed;1419;40.03;2;268.5
BBS;BBS20;E0VFJ8_PEDHC;PEDHC;Pediculus humanus subsp. corporis;Opisthokonta;Metazoa;PHUM159200;PHUM159200-RA;1;0;1;0;Unconfirmed;2385;29.9;7;247.7
BBS;BBS20;T1JMT6_STRMM;STRMM;Strigamia maritima;Opisthokonta;Metazoa;SMAR015166;SMAR015166-RA;0;0;0;0;Confirmed;2064;35.47;6;294.5
BBS;BBS20;T1KAU0_TETUR;TETUR;Tetranychus urticae;Opisthokonta;Metazoa;tetur08g01740;tetur08g01740.1;2;0;1;1;Unconfirmed;1624;37.44;3;499.0
BBS;BBS20;A0A132A941_SARSC;SARSC;Sarcoptes scabiei;Opisthokonta;Metazoa;SSCA009293;SSCA009293-RA;1;0;1;0;Unconfirmed;1601;34.98;2;771.0
BBS;BBS20;B7PGX0_IXOSC;IXOSC;Ixodes scapularis;Opisthokonta;Metazoa;ISCW004427;ISCW004427-RA;2;1;0;1;Unconfirmed;768;51.04;2;189.0
BBS;BBS20;G0NR21_CAEBE;CAEBE;Caenorhabditis brenneri;Opisthokonta;Metazoa;WBGene00155655;CBN16930;0;0;0;0;Confirmed;2795;38.68;10;188.1
BBS;BBS20;E3LQY5_CAERE;CAERE;Caenorhabditis remanei;Opisthokonta;Metazoa;WBGene00054138;CRE26512;0;0;0;0;Confirmed;2443;38.44;10;188.7
BBS;BBS20;A8XCI7_CAEBR;CAEBR;Caenorhabditis briggsae;Opisthokonta;Metazoa;WBGene00032398;CBG11243;1;1;0;0;Unconfirmed;3609;39.21;9;234.7
BBS;BBS20;H3FK30_PRIPA;PRIPA;Pristionchus pacificus;Opisthokonta;Metazoa;PPA22635;PPA22635;2;0;1;1;Unconfirmed;2275;36.35;16;88.7
BBS;BBS20;A0A0K0JVX7_BRUMA;BRUMA;Brugia malayi;Opisthokonta;Metazoa;WBGene00228712;Bm8451;0;0;0;0;Confirmed;6506;19.72;14;126.6
BBS;BBS20;A0A044S4J3_ONCVO;ONCVO;Onchocerca volvulus;Opisthokonta;Metazoa;WBGene00236980;OVOC171;4;0;3;1;Unconfirmed;6189;26.98;13;112.2
BBS;BBS20;A0A090LL11_STRRB;STRRB;Strongyloides ratti;Opisthokonta;Metazoa;WBGene00263077;SRAE_2000286300;1;0;1;0;Unconfirmed;2078;23.29;2;999.5
BBS;BBS20;A7SRQ9_NEMVE;NEMVE;Nematostella vectensis;Opisthokonta;Metazoa;NEMVEDRAFT_v1g235861;EDO33596;0;0;0;0;Confirmed;12915;37.5;22;205.0
BBS;BBS20;A9VC34_MONBE;MONBE;Monosiga brevicollis;Opisthokonta;Choanoflagellida;MONBRDRAFT_39082;EDQ84954;1;0;0;1;Unconfirmed;3367;55.12;13;152.0
BBS;BBS20;F2UFD6_SALR5;SALR5;Salpingoeca rosetta (strain ATCC 50818 / BSB-021);Opisthokonta;Choanoflagellida;PTSG_06985;EGD75336;1;0;0;1;Unconfirmed;3997;56.17;12;106.4
BBS;BBS20;A0A075B027_9FUNG;9FUNG;Rozella allomycis CSF55;Opisthokonta;Fungi;O9G_003996;EPZ35943;3;0;3;0;Unconfirmed;1924;32.48;11;136.1
BBS;BBS20;A0A0L0SZE7_ALLMA;ALLMA;Allomyces macrogynus ATCC 38327;Opisthokonta;Fungi;AMAG_13110;KNE67923;1;0;1;0;Unconfirmed;2672;61.56;8;265.2
BBS;BBS20;A0A0L0TEE4_ALLMA;ALLMA;Allomyces macrogynus ATCC 38327;Opisthokonta;Fungi;AMAG_17300;KNE73031;2;1;1;0;Unconfirmed;2020;61.49;5;344.4
BBS;BBS20;A0A0L0HHW9_SPIPN;SPIPN;Spizellomyces punctatus DAOM BR117;Opisthokonta;Fungi;SPPG_03805;KND00683;0;0;0;0;Confirmed;2793;46.97;15;119.8
BBS;BBS20;F4PEA0_BATDJ;BATDJ;Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211);Opisthokonta;Fungi;BATDEDRAFT_92593;EGF76616;0;0;0;0;Confirmed;2901;39.4;13;133.8
BBS;BBS20;A0A139A4E2_GONPR;GONPR;Gonapodya prolifera JEL478;Opisthokonta;Fungi;M427DRAFT_72970;KXS11345;2;0;2;0;Unconfirmed;3405;58.27;15;120.7
BBS;BBS20;A0A0L0D1H0_THETB;THETB;Thecamonas trahens ATCC 50062;Apusozoa;Apusomonadidae;AMSG_00195;KNC46077;0;0;0;0;Confirmed;1848;64.23;1;1848.0
BBS;BBS20;Q4QBL0_LEIMA;LEIMA;Leishmania major;Euglenozoa;Kinetoplastida;LMJF_22_1370;CAJ04717;1;1;0;0;Unconfirmed;1611;59.96;1;1611.0
BBS;BBS20;E9AH05_LEIIN;LEIIN;Leishmania infantum;Euglenozoa;Kinetoplastida;LINJ_22_1220;CBZ08670;1;1;0;0;Unconfirmed;1611;60.21;1;1611.0
BBS;BBS20;W6KXN0_9TRYP;9TRYP;Phytomonas sp. isolate Hart1;Euglenozoa;Kinetoplastida;GSHART1_T00000541001;CCW66324;0;0;0;0;Confirmed;1743;57.43;1;1743.0
BBS;BBS20;W6KIA6_9TRYP;9TRYP;Phytomonas sp. isolate EM1;Euglenozoa;Kinetoplastida;GSEM1_T00007282001;CCW61980;0;0;0;0;Confirmed;1749;57.75;1;1749.0
BBS;BBS20;A0A0M9GA52_9TRYP;9TRYP;Leptomonas pyrrhocoris;Euglenozoa;Kinetoplastida;ABB37_00136;KPA85786;0;0;0;0;Confirmed;2035;60.29;1;2035.0
BBS;BBS20;S9U239_9TRYP;9TRYP;Strigomonas culicis;Euglenozoa;Kinetoplastida;STCU_07955;EPY23003;0;0;0;0;Confirmed;1770;66.67;1;1770.0
BBS;BBS20;S9VQC5_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;AGDE_11777;EPY25430;1;0;0;1;Unconfirmed;1281;60.89;1;1281.0
BBS;BBS20;S9VG80_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;AGDE_11580;EPY26021;1;1;0;0;Unconfirmed;1056;58.9;1;1056.0
BBS;BBS20;S9UZY7_9TRYP;9TRYP;Angomonas deanei;Euglenozoa;Kinetoplastida;AGDE_07966;EPY34338;0;0;0;0;Confirmed;1740;59.37;1;1740.0
BBS;BBS20;A0A0N0P3E7_LEPSE;LEPSE;Leptomonas seymouri;Euglenozoa;Kinetoplastida;ABL78_6904;KPI84039;0;0;0;0;Confirmed;1791;59.24;1;1791.0
BBS;BBS20;Q4DFM2_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;Tc00.1047053508323.20;EAN91310;0;0;0;0;Confirmed;1788;55.76;1;1788.0
BBS;BBS20;Q4CXZ7_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;Tc00.1047053511823.79;EAN85152;1;1;0;0;Unconfirmed;707;55.45;1;707.0
BBS;BBS20;Q4DQ54_TRYCC;TRYCC;Trypanosoma cruzi (strain CL Brener);Euglenozoa;Kinetoplastida;Tc00.1047053511825.4;EAN94655;1;0;0;1;Unconfirmed;816;57.72;1;816.0
BBS;BBS20;K2MWH7_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;MOQ_000200;EKF39568;0;0;0;0;Confirmed;1791;55.56;1;1791.0
BBS;BBS20;V5B464_TRYCR;TRYCR;Trypanosoma cruzi Dm28c;Euglenozoa;Kinetoplastida;TCDM_09928;ESS62404;0;0;0;0;Confirmed;1788;55.7;1;1788.0
BBS;BBS20;A0A061IRX7_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;TRSC58_07021;ESL05333;1;0;1;0;Unconfirmed;1806;53.88;1;1806.0
BBS;BBS20;A0A061IZW5_TRYRA;TRYRA;Trypanosoma rangeli SC58;Euglenozoa;Kinetoplastida;TRSC58_04738;ESL07570;2;0;1;1;Unconfirmed;1281;54.22;1;1281.0
BBS;BBS20;A2ERA0_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;TVAG_226660;EAY04853;2;0;1;1;Unconfirmed;1530;40.33;1;1530.0
BBS;BBS20;A2EKF6_TRIVA;TRIVA;Trichomonas vaginalis;Parabasalia;Trichomonadida;TVAG_340420;EAY06864;2;0;1;1;Unconfirmed;1506;42.76;1;1506.0
BBS;BBS20;IFT74_CHLRE;CHLRE;Chlamydomonas reinhardtii;Viridiplantae;Chlorophyta;CHLRE_01g027950v5;PNW88405;1;0;1;0;Unconfirmed;4795;63.17;10;275.0
BBS;BBS20;B8C2P1_THAPS;THAPS;Thalassiosira pseudonana;Stramenopiles;Bacillariophyta;THAPSDRAFT_5351;EED92421;1;1;0;0;Unconfirmed;1642;45.13;2;778.5
BBS;BBS20;K0RSF4_THAOC;THAOC;Thalassiosira oceanica;Stramenopiles;Bacillariophyta;THAOC_25017;EJK55264;2;0;2;0;Unconfirmed;1903;60.59;2;919.5
BBS;BBS20;T0QVK2_9STRA;9STRA;Saprolegnia diclina VS20;Stramenopiles;Oomycetes;SDRG_04460;EQC38030;0;0;0;0;Confirmed;2346;57.59;11;170.5
BBS;BBS20;A0A024TR04_9STRA;9STRA;Aphanomyces invadans;Stramenopiles;Oomycetes;H310_10712;ETV96066;0;0;0;0;Confirmed;2630;56.46;11;181.2
BBS;BBS20;W4GJ56_9STRA;9STRA;Aphanomyces astaci;Stramenopiles;Oomycetes;H257_06955;ETV79717;0;0;0;0;Confirmed;2978;50.71;12;169.5
BBS;BBS20;D0NIV2_PHYIT;PHYIT;Phytophthora infestans (strain T30-4);Stramenopiles;Oomycetes;PITG_11472;PITG_11472T0;0;0;0;0;Confirmed;1977;52.45;1;1977.0
BBS;BBS20;H3HB40_PHYRM;PHYRM;Phytophthora ramorum;Stramenopiles;Oomycetes;Phyra93703;Phyra93703;1;1;0;0;Unconfirmed;4982;58.21;7;524.1
BBS;BBS20;A0A0W8BXS2_PHYNI;PHYNI;Phytophthora nicotianae;Stramenopiles;Oomycetes;AM587_10011611;KUF76671;1;1;0;0;Unconfirmed;4801;50.7;4;1086.0
BBS;BBS20;A0A0W8DLD4_PHYNI;PHYNI;Phytophthora nicotianae;Stramenopiles;Oomycetes;AM587_10011556;KUF97185;1;1;0;0;Unconfirmed;4798;50.69;4;1085.2
BBS;BBS20;V9F4S6_PHYPR;PHYPR;Phytophthora parasitica P1569;Stramenopiles;Oomycetes;F443_09085;ETI46530;0;0;0;0;Confirmed;1978;53.79;1;1978.0
BBS;BBS20;W2ZBK5_PHYPR;PHYPR;Phytophthora parasitica P10297;Stramenopiles;Oomycetes;F442_09017;ETP44376;0;0;0;0;Confirmed;1977;53.87;1;1977.0
BBS;BBS20;W2Q6I6_PHYPN;PHYPN;Phytophthora parasitica (strain INRA-310);Stramenopiles;Oomycetes;PPTG_11613;ETN08788;1;0;1;0;Unconfirmed;6397;53.62;2;1192.5
BBS;BBS20;G4ZI86_PHYSP;PHYSP;Phytophthora sojae (strain P6497);Stramenopiles;Oomycetes;PHYSODRAFT_315323;EGZ18723;0;0;0;0;Confirmed;1929;62.67;1;1929.0
BBS;BBS20;K3WFZ0_PYTUL;PYTUL;Pythium ultimum DAOM BR144;Stramenopiles;Oomycetes;PYU1_G003871;PYU1_T003881;0;0;0;0;Confirmed;1881;58.43;1;1881.0
BBS;BBS20;A0A067BQG6_SAPPC;SAPPC;Saprolegnia parasitica (strain CBS 223.65);Stramenopiles;Oomycetes;SPRG_17927;KDO16561;1;1;0;0;Unconfirmed;2207;54.46;10;178.5
BBS;BBS20;F0YK18_AURAN;AURAN;Aureococcus anophagefferens;Stramenopiles;Pelagophyceae;AURANDRAFT_32468;EGB04505;2;1;0;1;Unconfirmed;639;46.32;3;180.0
BBS;BBS20;B6KHN1_TOXGV;TOXGV;Toxoplasma gondii (strain ATCC 50861 / VEG);Alveolata;Apicomplexa;TGVEG_250720;ESS34507;2;0;1;1;Unconfirmed;4069;50.21;7;260.1
BBS;BBS20;A0A074TG63_HAMHA;HAMHA;Hammondia hammondi;Alveolata;Apicomplexa;HHA_250720;KEP60867;2;1;1;0;Unconfirmed;4264;51.2;7;298.7
BBS;BBS20;A0A0G4EZB0_VITBC;VITBC;Vitrella brassicaformis (strain CCMP3155);Alveolata;Chromerida;Vbra_14069;CEM04647;1;0;0;1;Unconfirmed;3990;56.82;23;81.4
BBS;BBS20;A0BPN5_PARTE;PARTE;Paramecium tetraurelia;Alveolata;Ciliophora;GSPATT00005252001;CAK60502;0;0;0;0;Confirmed;1802;27.97;5;340.8
BBS;BBS20;G0QVY6_ICHMG;ICHMG;Ichthyophthirius multifiliis (strain G5);Alveolata;Ciliophora;IMG5_127600;EGR30620;2;0;1;1;Unconfirmed;1159;20.02;4;255.0
BBS;BBS20;I7LWB4_TETTS;TETTS;Tetrahymena thermophila (strain SB210);Alveolata;Ciliophora;TTHERM_00149230;EAS01313;0;0;0;0;Confirmed;2976;22.65;9;210.9
BBS;BBS20;A0A0V0R4D7_PSEPJ;PSEPJ;Pseudocohnilembus persalinus;Alveolata;Ciliophora;PPERSA_09219;KRX09335;1;1;0;0;Unconfirmed;4163;18.02;12;149.2
BBS;BBS20;J9I6R2_9SPIT;9SPIT;Oxytricha trifallax;Alveolata;Ciliophora;OXYTRI_03013;EJY75597;0;0;0;0;Confirmed;1752;38.7;1;1752.0
BBS;BBS20;A0A078B9U9_STYLE;STYLE;Stylonychia lemnae;Alveolata;Ciliophora;STYLEM_19182;CDW90042;0;0;0;0;Confirmed;1752;40.58;1;1752.0
BBS;BBS20;C5L1U3_PERM5;PERM5;Perkinsus marinus (strain ATCC 50983 / TXsc);Alveolata;Perkinsea;Pmar_PMAR014379;EER09301;1;0;0;1;Unconfirmed;1319;47.69;10;91.3
BBS;BBS20;C5KIW8_PERM5;PERM5;Perkinsus marinus (strain ATCC 50983 / TXsc);Alveolata;Perkinsea;Pmar_PMAR025754;EER15575;1;0;0;1;Unconfirmed;596;44.97;4;114.8
BBS;BBS20;A0A0G4ILU8_PLABS;PLABS;Plasmodiophora brassicae;Rhizaria;Cercozoa;PBRA_004757;CEO96067;0;0;0;0;Confirmed;2084;57.05;6;301.0
BBS;BBS20;X6MKA7_RETFI;RETFI;Reticulomyxa filosa;Rhizaria;Foraminifera;RFI_22942;ETO14428;1;0;0;1;Unconfirmed;972;35.6;2;448.5
BBS;BBS20;L1JV64_GUITH;GUITH;Guillardia theta CCMP2712;Cryptophyta;Pyrenomonadales;GUITHDRAFT_84730;EKX52100;0;0;0;0;Confirmed;2688;51.53;8;279.8
BBS;BBS21;CH037_HUMAN;HUMAN;Homo sapiens;Opisthokonta;Metazoa;ENSG00000156172;ENST00000286688;0;0;0;0;Confirmed;24283;37.4;6;556.7
BBS;BBS21;H2QWG3_PANTR;PANTR;Pan troglodytes;Opisthokonta;Metazoa;ENSPTRG00000020437;ENSPTRT00000037815;0;0;0;0;Confirmed;24825;37.79;6;651.7
BBS;BBS21;G3QXT9_GORGO;GORGO;Gorilla gorilla gorilla;Opisthokonta;Metazoa;ENSGGOG00000007824;ENSGGOT00000007857;0;0;0;0;Confirmed;22231;37.39;6;209.7
BBS;BBS21;H2PQU8_PONAB;PONAB;Pongo abelii;Opisthokonta;Metazoa;ENSPPYG00000018761;ENSPPYT00000021886;0;0;0;0;Confirmed;34274;38.62;7;162.9
BBS;BBS21;A0A0D9RJ69_CHLSB;CHLSB;Chlorocebus sabaeus;Opisthokonta;Metazoa;ENSCSAG00000012476;ENSCSAT00000010566;0;0;0;0;Confirmed;21252;37.22;6;163.3
BBS;BBS21;G7PC93_MACFA;MACFA;Macaca fascicularis;Opisthokonta;Metazoa;ENSMFAG00000044442;ENSMFAT00000034091;0;0;0;0;Confirmed;23843;37.78;6;565.5
